UniqueID	Topic	Difficulty	Source2020S	Source2020W	Source2021S	DateCompleted	QuestionType(s)	Instructions_latex	Data1_latex	Data2_latex	Image1	Image1Caption	Image2	Image2Caption	ImageArrangement	Notes	Omit?	Instructor_comments
QU1601510846936	Acoustics	medium	Day 8 Handout, Question 7	Week 9 Handout, Question 7	Day 8 Handout, Question 7	2021-06-25		State whether each numbered, underlined statement is true or false. If it is false, explain one way that you could correct it.	We can look at the vertical location of the formants to determine something about the characteristics of individual speech sounds. For example, in the two spectrograms below, we can see that $^{22}$\ul{the first formant is higher in the spectrogram for sound 1 than it is for sound 2.} Because $^{23}$\ul{F1 is directly correlated with vowel height}, we know that $^{24}$\ul{the vowel pictured in sound 1 is a higher vowel than the one in sound 2}. For example, $^{25}$\ul{sound 1 might be an [ɑ] while sound 2 might be an [i].}		sound1a_sound2i.png							22 - true. \\23 - false (F1 is inversely correlated with vowel height). \\24 - false (the vowel pictured in sound 1 is a lower vowel than the one in sound 2, or, the vowel pictured in sound 2 is a higher vowel than the one in sound 1).\\25 - true.
QU1604446515763	Acoustics	hard	n/a	Week 9 Handout, Question 5	n/a	2021-06-25		Explain what would be similar and different about the sounds pictured and how you can tell from the pictures.			vowel_spectra.png							SImilar: both are vowels, and in fact the same vowel quality, because the formants are in the same places. Different: the harmonics are differently spaced, so the fundamental frequency is different, and hence the pitches will be different. In particular, the top one has a LOWER pitch than the bottom one -- its harmonics are closer together, so the fundamental was a lower number to start with.
QU1601510847430	Alternations	easy	Quiz 7, Question 2	Quiz 8, Question 2	Quiz 7, Question 2	2021-06-25	general	Explain why these statements about assimilation either are or are not true.	\begin{itemize} \item During assimilation, non-similar sounds become similar through changes in their articulatory properties. \item Assimilation must be total such that the non-similar sounds become identical. \end{itemize}							not really about alternations	omit	(1) True (2) False
QU1601510848014	Alternations	easy	Quiz 7, Question 2	Quiz 8, Question 2	Quiz 7, Question 2	2021-06-25	general	Explain why these statements about assimilation either are or are not true.	\begin{itemize} \item Only place of articulation and voicing can be affected by assimilation processes. \item Assimilation is widely attested cross-linguistically. \end{itemize}							not really about alternations	omit	(1) False (2) True
QU1601510848583	Alternations	easy	Quiz 7, Question 2	Quiz 8, Question 2	Quiz 7, Question 2	2021-06-25	general	Explain why these statements about assimilation either are or are not true.	\begin{itemize} \item The process is driven by articulatory factors, namely ease of articulation. \item Assimilation only applies to consonants. \end{itemize}							not really about alternations	omit	(1) True (2) False
QU1601510849202	Alternations	easy	Quiz 7, Question 2	Quiz 8, Question 2	Quiz 7, Question 2	2021-06-25	general	Explain why these statements about assimilation either are or are not true.	\begin{itemize} \item The process is driven by language-specific, phonological factors. \item Assimilation may be partial in that the sounds become similar with respect to only one or two features. \end{itemize}							not really about alternations	omit	(1) False (2) True
QU1601511055217	Alternations	medium	Quiz 7, Question 8	Quiz 8, Question 8	Quiz 7, Question 8	2021-06-25		Based on this data from Lamba, explain why the pair given below either does or does not show that the consonants preceding the morpheme for `with' are NOT responsible for the variation between [-il] and [-el].	čit-a \& čit-il-a		peng119_lamba.png					changed wording; see below	omit	doesn't show this -- only the [il] form is shown, so we can't judge whether [il] ~ [el] is based on consonants or not
QU1601511055706	Alternations	medium	Quiz 7, Question 8	Quiz 8, Question 8	Quiz 7, Question 8	2021-06-25		Based on this data from Lamba, explain why the pair given below either does or does not show that the consonants preceding the morpheme for `with' are NOT responsible for the variation between [-il] and [-el].	čet-el-a \& čit-il-a		peng119_lamba.png					changed wording; see below	omit	does show this -- we see both [il] and [el], and they occur after the SAME preceding consonant, so the preceding consonant cannot be responsible
QU1601511056299	Alternations	medium	Quiz 7, Question 8	Quiz 8, Question 8	Quiz 7, Question 8	2021-06-25		Based on this data from Lamba, explain why the pair given below either does or does not show that the consonants preceding the morpheme for `with' are NOT responsible for the variation between [-il] and [-el].	tul-il-a \& soŋk-el-a		peng119_lamba.png					changed wording; see below	omit	doesn't show this -- we do see [il] and [el], but they occur after different consonants, so it COULD be the consonant that is responsible
QU1601511056755	Alternations	medium	Quiz 7, Question 8	Quiz 8, Question 8	Quiz 7, Question 8	2021-06-25		Based on this data from Lamba, explain why the pair given below either does or does not show that the consonants preceding the morpheme for `with' are NOT responsible for the variation between [-il] and [-el].	pat-il-a \& tul-il-a		peng119_lamba.png					changed wording; see below	omit	doesn't show this -- we only see [il], so we don't know if [el] can also occur in these environments or not
QU1601511057211	Alternations	easy	Day 9 Handout, Question 1	Week 10 Handout, Question 1	Day 9 Handout, Question 1	2021-06-25		Explain why the concept of an alternation either is or is not useful for understanding this dataset.			korean.png							is useful -- root morphemes alternate, so we can decide which sounds we need to analyze
QU1601511057596	Alternations	easy	Day 9 Handout, Question 2	Week 10 Handout, Question 2	Day 9 Handout, Question 2	2021-06-25		Explain why the concept of an alternation either is or is not useful for understanding this dataset.			osage.png							is not useful -- there are no alternations in this dataset, so we can't use them to figure out what sounds are relevant to analyse
QU1601511058112	Alternations	medium	Day 9 Handout, Question 3	Week 10 Handout, Question 3	Day 9 Handout, Question 3	2021-06-25		Explain which morpheme(s) in this dataset alternate and how that helps you do a phonological analysis.			english_past.png							the past tense morpheme alternates, so we know we need to analyze the predictable occurrence of [t] vs. [d]
QU1601511058647	Alternations	medium	Day 9 Handout, Question 4	Week 10 Handout, Question 4	Day 9 Handout, Question 4	2021-06-25		Explain which morpheme(s) in this dataset alternate and how that helps you do a phonological analysis.			japanese_verbs.png							each verb root alternates, so we know the sounds we need to analyze are the predictable occurrence of [s] and [ʃ]
QU1601511059137	Alternations	medium	Day 9 Handout, Question 5	Week 10 Handout, Question 5	Day 9 Handout, Question 5	2021-06-25		Explain which morpheme(s) in this dataset alternate and how that helps you do a phonological analysis.			english_t_flap.png							some of the roots alternate (such as 'light'), so we know that we need to analyze the predictable occurrence of [t] vs. [flap]
QU1601511397168	Alternations	hard	Day 9 Handout, Question 6	Week 10 Handout, Question 6	Day 9 Handout, Question 6	2021-06-25	analysis	What is the basic phonological analysis of this dataset, and what are the key pieces of evidence? [Note: you do not need to walk me through every step of the analysis; just state what the primary conclusion is for this dataset and why.]			samoan.png							
QU1601511059755	Alternations	hard	Day 9 Handout, Question 7	Week 10 Handout, Question 7	Day 9 Handout, Question 7	2021-06-25	analysis	What is the basic phonological analysis of this dataset, and what are the key pieces of evidence? [Note: you do not need to walk me through every step of the analysis; just state what the primary conclusion is for this dataset and why.]			russian.png					(too hard?)		
QU1601511431263	Alternations	easy	Day 11 Handout, Question 12	Week 11 Handout, Question 12	Day 11 Handout, Question 12	2021-06-25		Explain why what you’re analyzing in the following dataset either is or is not an alternation.			yawelmani.png							it's not an alternation -- we don't have multiple *surface* forms of the same morpheme; the different forms are the UR and the SR, and so they are not predictable from phonological context (the SR is derived from the UR by rule)
QU1605045991804	Alternations	hard	n/a	Week 10 Handout	n/a	2021-06-25	general	Explain how the concept of "free variation" is both similar to and different from the concept of an "alternation."										Similar: both involve pronunciation variants. Different: FV involve pronunciation variants of the same word, and the sounds involved in the variation are not predictable from phonological context. Alternations involve pronunciation variants of the same morpheme, and the variants ARE predictable from phonological context.
QU1605750353751	Alternations	medium	Quiz 7, Question 8	Quiz 8, Question 8	Quiz 7, Question 8	2021-06-25		In Lamba, the morpheme meaning 'with' alternates, and has two forms, [il] and [el], as can be seen in the following dataset. The consonants that precede the morpheme are NOT responsible for the alternation. Would the following pair of words be good evidence for this fact, i.e., that the preceding consonants don't govern the alternation? Explain why or why not.	čit-a \& čit-il-a		peng119_lamba.png							doesn't show this -- only the [il] form is shown, so we can't judge whether [il] ~ [el] is based on consonants or not
QU1605750364572	Alternations	medium	Quiz 7, Question 8	Quiz 8, Question 8	Quiz 7, Question 8	2021-06-25		In Lamba, the morpheme meaning 'with' alternates, and has two forms, [il] and [el], as can be seen in the following dataset. The consonants that precede the morpheme are NOT responsible for the alternation. Would the following pair of words be good evidence for this fact, i.e., that the preceding consonants don't govern the alternation? Explain why or why not.	čet-el-a \& čit-il-a		peng119_lamba.png							does show this -- we see both [il] and [el], and they occur after the SAME preceding consonant, so the preceding consonant cannot be responsible
QU1605750368020	Alternations	medium	Quiz 7, Question 8	Quiz 8, Question 8	Quiz 7, Question 8	2021-06-25		In Lamba, the morpheme meaning 'with' alternates, and has two forms, [il] and [el], as can be seen in the following dataset. The consonants that precede the morpheme are NOT responsible for the alternation. Would the following pair of words be good evidence for this fact, i.e., that the preceding consonants don't govern the alternation? Explain why or why not.	tul-il-a \& soŋk-el-a		peng119_lamba.png							doesn't show this -- we do see [il] and [el], but they occur after different consonants, so it COULD be the consonant that is responsible
QU1605750369880	Alternations	medium	Quiz 7, Question 8	Quiz 8, Question 8	Quiz 7, Question 8	2021-06-25		In Lamba, the morpheme meaning 'with' alternates, and has two forms, [il] and [el], as can be seen in the following dataset. The consonants that precede the morpheme are NOT responsible for the alternation. Would the following pair of words be good evidence for this fact, i.e., that the preceding consonants don't govern the alternation? Explain why or why not.	pat-il-a \& tul-il-a		peng119_lamba.png							doesn't show this -- we only see [il], so we don't know if [el] can also occur in these environments or not
QU1601511515501	Dataset	very hard	Final Exam Dataset	Final Exam Dataset	Final Exam Dataset	2021-06-25		Explain how you would go about figuring out what to analyse in this dataset.			final_dataset.png							The first thing to do is a morphological analysis. There should be morphemes that represent each of the four tenses / aspects (present, past, future, and progressive), and morphemes that represent each root. The morphemes representing the tenses appear as (relatively) consistent forms in the columns; the morphemes representing the roots appear as consistent forms in the rows. Doing this reveals that the final 3 segments in the present forms and the final two segments in the progressive forms are suffixes (there are no zero morphemes, and all components have a one-to-one correspondence). Then we check for alternations. The alternations here are in the suffixes; each of the four suffixes has two forms. There are therefore four alternations, with two allomorphs each. So, what we need to analyze are the alternations in the suffix forms, where we see vowels alternating. Two of the alternations involve [i] and [ɯ], and the other two alternations involve [e] and [ɤ]. In each case, there’s a front vowel and a back vowel, which are otherwise matched for height and rounding, so we can likely generalize across the alternations.
QU1601511516037	Dataset	very hard	Final Exam Dataset	Final Exam Dataset	Final Exam Dataset	2021-06-25	description	Give a good phonological description of the patterns in the dataset that should be analysed.			final_dataset.png							For each morpheme that alternates, there are two allomorphs, one with a front vowel and one with a back vowel. The allomorph with the back vowel occurs after another back vowel of the same height (e.g., [fɯd] in [jɤɡɯd-fɯd] ‘swallow, present’ or [sɤ] in [mikɤv-sɤ] ‘search, progressive’), regardless of any intervening consonants. The allomorph with the front vowel occurs elsewhere, including after a front vowel (e.g. [fid] in [sat-fid] ‘chew, present’ or [se] in [sat-se] ‘chew, progressive’) and after a back vowel of a different height (e.g. [fid] in [mikɤv-fid] ‘search, present’ or [se] in [jɤɡɯd-se] ‘swallow, progressive’). Again, these latter environments are regardless of any intervening consonants.
QU1601511516887	Dataset	very hard	Final Exam Dataset	Final Exam Dataset	Final Exam Dataset	2021-06-25	UR	Explain what the underlying representation of these two morphemes would be and why.	`present tense' and `clean'		final_dataset.png							For any morpheme that doesn’t alternate, its UR should be the same as its SR.  For the morphemes that alternate, the back-vowel version occurs in the narrower set of contexts (after a back vowel of the same height), so should be the one that we write a rule for. The front-vowel version occurs in the wider / elsewhere set of contexts (after a front vowel and after a back vowel of a different height), so this should be the UR. So in this case, we have the non-alternating root morpheme ‘clean’ /ŋipɤv/ and the alternating suffix morpheme 'present tense' /ɸið/.
QU1601511517482	Dataset	very hard	Final Exam Dataset	Final Exam Dataset	Final Exam Dataset	2021-06-25	UR	Explain what the underlying representation of these two morphemes would be and why.	`past tense' and `attend'		final_dataset.png							For any morpheme that doesn’t alternate, its UR should be the same as its SR.  For the morphemes that alternate, the back-vowel version occurs in the narrower set of contexts (after a back vowel of the same height), so should be the one that we write a rule for. The front-vowel version occurs in the wider / elsewhere set of contexts (after a front vowel and after a back vowel of a different height), so this should be the UR. So in this case, we have the non-alternating root morpheme ‘attend’ /siʒ/ and the alternating suffix morpheme 'past tense' /ŋi/.
QU1601511527664	Dataset	very hard	Final Exam Dataset	Final Exam Dataset	Final Exam Dataset	2021-06-25	UR	Explain what the underlying representation of these two morphemes would be and why.	`future tense' and `climb'		final_dataset.png							For any morpheme that doesn’t alternate, its UR should be the same as its SR.  For the morphemes that alternate, the back-vowel version occurs in the narrower set of contexts (after a back vowel of the same height), so should be the one that we write a rule for. The front-vowel version occurs in the wider / elsewhere set of contexts (after a front vowel and after a back vowel of a different height), so this should be the UR. So in this case, we have the non-alternating root morpheme ‘climb’ /ʒepɯl/ and the alternating suffix morpheme 'future tense' /eʒ/.
QU1601510567682	Dataset	very hard	Final Exam Dataset	Final Exam Dataset	Final Exam Dataset	2021-06-25	UR	Explain what the underlying representation of these two morphemes would be and why.	`progressive tense' and `cook' 		final_dataset.png							For any morpheme that doesn’t alternate, its UR should be the same as its SR.  For the morphemes that alternate, the back-vowel version occurs in the narrower set of contexts (after a back vowel of the same height), so should be the one that we write a rule for. The front-vowel version occurs in the wider / elsewhere set of contexts (after a front vowel and after a back vowel of a different height), so this should be the UR. So in this case, we have the non-alternating root morpheme ‘cook’ /peɡeð/ and the alternating suffix morpheme 'progressive' /se/.
QU1601510566991	Dataset	very hard	Final Exam Dataset	Final Exam Dataset	Final Exam Dataset	2021-06-25		Explain what rule or rules would apply in this dataset and how you know.			final_dataset.png							We need a rule of "Vowel Backing" as follows: [α high, +syllabic] --> [+back] / [α high, +back, +syllabic] C0 \_\_. This rule says that a vowel will become back if it follows another back vowel of the same height, regardless of any intervening consonants. We know this is the rule we need because we need to account for the suffix alternations; the suffixes appear either with a front vowel or a back vowel. The back versions occur only after a back vowel of the same height (so are the focus of the rule); the front vowels occur elsewhere (after a front vowel, or after a back vowel of a different height). We could have two separate rules, one for mid vowels and one for high vowels, but this misses the generalization that these rules are basically doing the same thing.
QU1601510566635	Dataset	very hard	Final Exam Dataset	Final Exam Dataset	Final Exam Dataset	2021-06-25	analysis	Explain what the basic phonological analysis of this dataset is, and what the key pieces of evidence are.			final_dataset.png							The basic analysis here is that vowels of the same height need to agree in terms of backness. We see this in suffix alternations: there are four alternating suffixes, each with a back and front variant, and two of them have high vowels while two of them have mid vowels. Whenever the suffix comes after a root containing a back vowel at the same height as the suffix, the suffix also contains a back vowel, but when the root contains either a front vowel or a back vowel at a different height, the suffix contains the front vowel. Thus, we posit the front versions as the URs of the suffixes, because they occur in the wider set of contexts, and write a rule of vowel backing that only applies when the target vowel follows a back context vowel of the same height.
QU1601511060752	Phonological Features	hard	Day 10 Discussion	Week 4 Discussion	Day 10 Discussion	2021-06-25	general	Explain why phonological features are used instead of phonetic characteristics in analyzing datasets.										Phonological features help to capture phonological patterns, i.e., they group sounds together based on whether they do things like triggering a change or undergoing a change. Phonological features are sometimes language-specific. Phonetic characteristics are simply descriptions of the physical properties of the sounds; they are language-universal and independent of the patterns (though it turns out that many phonological patterns are based on phonetic characteristic groupings).
QU1601511060803	Phonological Features	easy	Quiz 8, Question 3	Quiz 3, Question 3	Quiz 8, Question 3	2021-06-25		Explain why this featural specification either does or does not match the given sound.	[+consonantal], [-sonorant]	[f]								matches
QU1601511394093	Phonological Features	easy	Quiz 8, Question 3	Quiz 3, Question 3	Quiz 8, Question 3	2021-06-25		Explain why this featural specification either does or does not match the given sound.	[+consonantal], [+sonorant]	[m]								matches
QU1601511394707	Phonological Features	easy	Quiz 8, Question 3	Quiz 3, Question 3	Quiz 8, Question 3	2021-06-25		Explain why this featural specification either does or does not match the given sound.	[-consonantal], [-sonorant]	[u]								does not match: [u] is [-cons], but is [+son]
QU1601511395544	Phonological Features	medium	Quiz 8, Question 3	Quiz 3, Question 3	Quiz 8, Question 3	2021-06-25		Explain why this featural specification either does or does not match the given sound.	[-consonantal], [+sonorant]	[h]								does not match: [h] is [-cons] but also [-son], because its constriction is in the larynx, not the vocal tract
QU1601511399226	Phonological Features	easy	Quiz 8, Question 6	Quiz 3, Question 6	Quiz 8, Question 6	2021-06-25		Explain why this is an incorrect statement.	Nasal consonants are [+continuant], because you can continue to make the sound for a long period of time (until you run out of breath).									nasals are [-cont], because air cannot escape through the mouth
QU1601511399681	Phonological Features	easy	Quiz 8, Question 6	Quiz 3, Question 6	Quiz 8, Question 6	2021-06-25		Explain why this is an incorrect statement.	Nasal consonants are [+continuant] because they lack a central occlusion in the vocal tract.									nasals are [-cont], because air cannot escape through the mouth (there is a central occlusion / blockage)
QU1601511400408	Phonological Features	easy	Quiz 8, Question 6	Quiz 3, Question 6	Quiz 8, Question 6	2021-06-25		Explain why this is an incorrect statement.	Nasal consonants are [-continuant], because they cannot be produced for an extended period of time.									nasals are indeed [-cont], but they can be held for a long time -- it's just that air isn't coming from the mouth
QU1601511400926	Phonological Features	hard	Quiz 8, Question 12	Quiz 3, Question 12	Quiz 8, Question 12	2021-06-25		Explain how you figure out which feature is involved in the process of umlaut shown below.			dutch.png							we look to see which vowels are affected, and compare them to see which feature is DIFFERENT (not e.g. what features they share); so since the vowels in the singular and plural are identical except that the singular forms are back and the plural are front, it's the feature [back] that is relevant / changing / involved (not e.g. the feature [round] just because all of the vowels are round)
QU1601511401483	Phonological Features	medium	Day 10 Discussion	Week 4 Discussion	Day 10 Discussion	2021-06-25		Explain what the given feature’s value is for this class of sounds, and why.	[approximant]	nasals								[-], because air can't escape through the mouth ([+approx] sounds have a narrowing in the vocal tract, but air escapes without friction)
QU1601511402070	Phonological Features	easy	Day 10 Discussion	Week 4 Discussion	Day 10 Discussion	2021-06-25		Explain what the given feature’s value is for this class of sounds, and why.	[strident]	glides								0, because [strident] applies only to obstruents, and glides are sonorants
QU1601511402597	Phonological Features	medium	Day 10 Discussion	Week 4 Discussion	Day 10 Discussion	2021-06-25		Explain what the given feature’s value is for this class of sounds, and why.	[continuant]	glottals								0, because there is no constriction in the vocal tract for manner features to apply
QU1601511403056	Phonological Features	medium	Day 10 Discussion	Week 4 Discussion	Day 10 Discussion	2021-06-25		Explain what the given feature’s value is for this class of sounds, and why.	[LABIAL]	interdentals								0, because interdentals aren't [LABIAL], but [LABIAL] is monovalent, so they're not [-labial]
QU1601511403574	Phonological Features	medium	Day 10 Discussion	Week 4 Discussion	Day 10 Discussion	2021-06-25		Explain what the given feature’s value is for this class of sounds, and why.	[consonantal]	glides								[-], because the constriction isn't as narrow as it would be for a fricative
QU1601511404142	Phonological Features	easy	Day 10 Discussion	Week 4 Discussion	Day 10 Discussion	2021-06-25		Explain why the given feature's value varies across this set of sounds.	[voice]	glottalized obstruents								includes both voiced and voiceless glottalized obstruents -- obs. can themselves be voiced or voiceless
QU1601511404952	Phonological Features	medium	Day 10 Discussion	Week 4 Discussion	Day 10 Discussion	2021-06-25		Explain why the given feature's value varies across this set of sounds.	[sonorant]	alveolars								can have both sonorant and obstruent alveolars (e.g. [n] vs. [s])
QU1601511405325	Phonological Features	medium	Day 10 Discussion	Week 4 Discussion	Day 10 Discussion	2021-06-25		Explain why the given feature's value varies across this set of sounds.	[anterior]	fricatives								can have both [+] and [-] anterior fricatives (e.g., [s] and [θ] are [+ant], [ʃ] is [-ant] -- extra good if they also notice you can have [0 ant] like [f], which isn't [CORONAL]
QU1601511405994	Phonological Features	easy	Day 10 Handout, Question 5	Week 7 Handout, Question 4	Day 10 Handout, Question 5	2021-06-25		Explain why you either should or should not use phonological features in the INPUT of the given rule.	Vowel laxing: /i/ → [ɪ] / \{[ɛ], [ɔ]\} C$_0$\_\_									no; it's a single sound, so replacing it with features just makes it hard to read
QU1601511406424	Phonological Features	medium	Day 10 Handout, Question 5	Week 7 Handout, Question 4	Day 10 Handout, Question 5	2021-06-25		Explain why you either should or should not use phonological features in the OUTPUT of the given rule.	Vowel laxing: /i/ → [ɪ] / \{[ɛ], [ɔ]\} C$_0$\_\_									yes; although it's a single sound, the sound is different from the input in exactly one way (it's lax instead of tense), so we want to capture that specific change (and only have to list one feature); it also helps us to see the naturalness of the rule, as the feature that is changing is related to the features that occur in the context
QU1601511406923	Phonological Features	easy	Day 10 Handout, Question 5	Week 7 Handout, Question 4	Day 10 Handout, Question 5	2021-06-25		Explain why you either should or should not use phonological features in the CONTEXT of the given rule.	Vowel laxing: /i/ → [ɪ] / \{[ɛ], [ɔ]\} C$_0$\_\_									yes; you're trying to group multiple (in this case, two) sounds together, so it's good to use features to describe their commonality; it also helps us see the naturalness of the rule by pointing out the relevant part of the phonological context
QU1601511407712	Phonological Features	hard	Day 10 Handout, Question 6 (Day 7 Handout, Question 7)	Week 7 Handout, Question 7	Day 10 Handout, Question 6 (Day 7 Handout, Question 7)	2021-06-25		Explain how you should use phonological features to combine these rules into a single rule.	/s/ → [ʃ] / \_\_ [i] \\/z/ → [dʒ] / \_\_ [i]		japanese.png							input should be alveolar fricatives, output should be just a change in place of articulation; context is still [i]; something like [CORONAL, +strid] --> [-ant, +dist] / \_\_ [i]; note that this won't directly account for why the voiced one becomes an affricate
QU1601511408196	Phonological Features	hard	Day 10 Handout, Question 6 (Day 7 Handout, Question 8)	Week 7 Handout, Question 8	Day 10 Handout, Question 6 (Day 7 Handout, Question 8)	2021-06-25		Explain how you should use phonological features in this rule. Which parts of the rule should include features, and which features should be used?	/ʊ/ → [ɯ] / [unrounded vowel] C$_0$ \_\_		tamil.png							input can be just a segment; output should be [-round], context should be [-round, +syllabic]
QU1601511408498	Phonological Features	hard	Day 10 Handout, Question 6 (Day 7 Handout, Question 10)	Week 7 Handout, Question 10	Day 10 Handout, Question 6 (Day 7 Handout, Question 10)	2021-06-25		Explain how you should use phonological features in this rule. Which parts of the rule should include features, and what features might they be? You don't have to give an exact set of features, but what kinds of features would be involved?	/ð/ → [d] / \_\_ [a]		osage.png							input can be just a segment; output should be something like [-cont]; context can be a segment; this doesn't by itself account for the slight difference in place of articulation
QU1601511408932	Phonological Features	hard	Day 10 Handout, Question 6 (Day 7 Handout, Question 11)	Week 7 Handout, Question 11	Day 10 Handout, Question 6 (Day 7 Handout, Question 11)	2021-06-25		Explain how you should use phonological features to combine these rules into a single rule.	/pʰ/ → [p] / [s] \_\_\\/tʰ/ → [t] / [s] \_\_\\/kʰ/ → [k] / [s] \_\_		english_asp.png							input should be aspirated voiceless stops; output should lose the aspiration; context can just be an [s]; something like [-voice, -cont] --> [-spread glottis] / [s] \_\_
QU1601511409426	Phonological Features	hard	Day 10 Handout, Question 6 (Day 7 Handout, Question 12)	Week 7 Handout, Question 12	Day 10 Handout, Question 6 (Day 7 Handout, Question 12)	2021-06-25		Explain how you should use phonological features to combine these rules into a single rule.	/i/ → [ĩ] / \_\_ \{[m], [n]\}\\/u/ → [ũ] / \_\_ \{[m], [n]\}		english_nasalization.png							input, output, and context can all be features; something like [+syllabic] --> [+nasal] / \_\_ [+nasal]
QU1601511409970	Phonological Features	medium	Day 10 Handout, Question 6 (Day 9 Handout, Question 4)	Week 10 Handout, Question 4	Day 10 Handout, Question 6 (Day 9 Handout, Question 4)	2021-06-25		Explain how you should use phonological features in this rule. Which parts of the rule should include features, and which features should be used?	/s/ → [ʃ] / \_\_ [i]		japanese_verbs.png							output is only part that can be replaced with features; could be [-ant, +dist]
QU1601511410544	Phonological Features	hard	Day 10 Handout, Question 6 (Day 9 Handout, Question 5)	Week 10 Handout, Question 5	Day 10 Handout, Question 6 (Day 9 Handout, Question 5)	2021-06-25		Explain how you should use phonological features in this rule. Which parts of the rule should include features, and what features might they be? You don't have to give an exact set of features, but what kinds of features would be involved?	/t/ → [ɾ] / \{[vowel],[syllabic consonant]\} \_\_ \{[vowel],[syllabic consonant]\}		english_t_flap.png							the output and the context should both be features; the input can stay as [t]: something like /t/ --> [+son, +voice] / [+syll] \_\_ [+syll]
QU1601511411084	Phonological Features	hard	Day 10 Handout, Question 6 (Day 9 Handout, Question 6)	Week 10 Handout, Question 6	Day 10 Handout, Question 6 (Day 9 Handout, Question 6)	2021-06-25		Explain how you should use phonological features in this rule. Which parts of the rule should include features, and what features might they be? You don't have to give an exact set of features, but what kinds of features would be involved?	C → ∅ / \_\_ \#		samoan.png							the input could be replaced with a feature, i.e., [+cons]...
QU1601511411849	Phonological Features	hard	Day 10 Handout, Question 6 (Homework 4, Question 2)	Homework 4, Question 2	Day 10 Handout, Question 6 (Homework 4, Question 2)	2021-06-25		Explain how you should use phonological features in this rule. Which parts of the rule should include features, and what features might they be? You don't have to give an exact set of features, but what kinds of features would be involved?	∅ → [n] / [m] \_\_ V		english_stemalternations.png							you could replace the context V with [+syllabic] maybe?
QU1601511412322	Phonological Features	hard	Day 10 Handout, Question 6 (Homework 4, Question 2)	Homework 4, Question 2	Day 10 Handout, Question 6 (Homework 4, Question 2)	2021-06-25		Explain how you should use phonological features in this rule. Which parts of the rule should include features, and what features might they be? You don't have to give an exact set of features, but what kinds of features would be involved?	/n/ → ∅ / [m] \_\_ \#		english_stemalternations.png							you really can't use features for any of this, because it's all individual segments
QU1601511416203	Phonological Features	hard	Day 10 Handout, Question 6 (Homework 3, Question 2)	Homework 4, Question 2	Day 10 Handout, Question 6 (Homework 3, Question 2)	2021-06-25		Explain how you should use phonological features in this rule. Which parts of the rule should include features, and what features might they be? You don't have to give an exact set of features, but what kinds of features would be involved?	/æ/ → [eʌ] / \_\_ \{[m],[n]\}		english_aeraising.png							output should show some kind of height difference; context should be [+nasal] -- e.g., /æ/ --> [+tense, -low, +diphthong] / \_\_ [+nasal]
QU1601511504745	Phonological Features	medium	Homework 5, Question 1	Homework 2, Question 1	Homework 5, Question 1	2021-06-25	natclass	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.	[i], [ɪ], [ɛ], [u], [ʊ]									[ɛ] should be removed, so that we have the natural class of high vowels; this could be minimally represented with [+syll, +high]
QU1601511505245	Phonological Features	medium	Homework 5, Question 1	Homework 2, Question 1	Homework 5, Question 1	2021-06-25	natclass	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.	[i], [ɪ], [e], [ɛ], [æ], [ɑ], [ɔ], [o], [ʊ], [u], [ʒ], [k], [ɡ], [ŋ], [w]									[ʒ] should be removed, so that we have the natural class of dorsal segments; this could be minimally represented with [DORSAL]
QU1601511505739	Phonological Features	medium	Homework 5, Question 1	Homework 2, Question 1	Homework 5, Question 1	2021-06-25	natclass	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.	[v], [z], [ʃ], [ʒ], [ð]									[ʃ] should be removed, so that we have the natural class of voiced fricatives; this could be minimally represented with [+voice, +cont, -son]
QU1601511506610	Phonological Features	medium	Homework 5, Question 1	Homework 2, Question 1	Homework 5, Question 1	2021-06-25	natclass	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.	[b], [d], [z], [ɾ], [n], [l], [ɹ]									[b] should be removed, so that we have the natural class of voiced alveolars; this could be minimally represented with [+voice, -distributed]
QU1601510786849	Phonological Relationships and Analysis	medium	Quiz 4, Question 5	Quiz 5, Question 5	Quiz 4, Question 5	2021-06-01		What phonological relationship(s) does this example show among the sounds [m], [n], and [ŋ], and why?			quiz4question5_a.png							contrast
QU1601510787443	Phonological Relationships and Analysis	medium	Quiz 4, Question 5	Quiz 5, Question 5	Quiz 4, Question 5	2021-06-01		What phonological relationship(s) does this example show among the sounds [m], [n], and [ŋ], and why?			quiz4question5_b.png							allophony
